entry_id,author,date,content,label
5973712,zencefil,07.10.2004 12:25,"istanbulun ağzına sıçan sanıldığı gibi yağmur değildir, altyapı sorunudur, vurdumduymazlıktır, bilinçsizliktir. bu da istanbulun sorunu değildir.",negative
9987277,superstar,31.08.2006 21:39 ~ 21:40,"kimseyle polemiğe girmeyen ama insanların sürekli polemiğe girmeye çalıştığı şehir. belli zamanlara, belli mekanlara özel/kutsal anlamlar yüklemek ilkel toplumların işiydi hatırladığım kadarıyla. istanbul benim için, eşsiz doğası, iklimi ve kültürel yapısı, geniş sosyal olanakları ile ruhumu gözümü, iş merkezi olmasıyla da karnımı doyurduğum şehir. onun dışında bana bir iyiliği ve kötülüğü yok. yorucu ve zordur eed, özellikle sonradan yerleşenler için ama bir kere sisteminizi istanbul'a göre kurmuşsanız da başka yerler yavan gelir. diğer büyük metropollerden ayrılan tarafı insani tarafının hala güçlü olmasıdır.",positive
9168962,spider from mars,22.02.2006 12:56 ~ 02.09.2006 03:40,"""soyağaçları burada kök salıp, dal budak vermediği halde, ömürlerinin bir safhasında yolu bu şehre düşenler için epi topu iki seçenek vardı: istanbul'a ya bir şeylerden kaçarak varılır, ya da gün gelir, ondan kaçılırdı"" (bit palas, elif şafak)",negative
1423409,spinapubica,11.07.2002 15:10 ~ 15:16,"sen gideceksin..
arkandan ağlayacak istanbul.
sensizliğe ağlayacak. yokluğuna...
geri dönmen için yalvaracak toprak, yolunu kesecek rüzgar..
gözyaşları sel olacak martıların.
simitsiz kalmıcaklar ama sensiz kalacaklar.
vapurlar bile şaşıracak ne yapacağını.
hayat zaten tuhaf...vapurlar felan..
sen gidince istanbul ağlayacak ardından.

geceyi yırtarcasına vınlarken 747'nin türbin sesi,
istanbul iç çekecek ardından.
sessizliğe, sensizliğe iç çekecek.
istanbul..ve sen...
istan..bul??
ama sen git ...
şoku atlatır istanbul.. senin için mutlu da olacak merak etme.
kazanan sensin çünkü...
sen istanbul'sun ayrıca...
kazanan istanbul...
ağla istanbul...",negative
6417243,perihan magden,02.12.2004 22:18 ~ 22:19,t oo manin vokal yaptigini ogrenince dinlemekten haz alamadigim sarki. (bkz: teomanin laneti),negative
10015322,deadbeat,07.09.2006 23:28,bir kultur shock şarkısı.,negative
10615886,meritamon,26.02.2007 16:25 ~ 16:27,"hayatın daha iyi olabileceği az çok bilindiği halde o hayata başlamayı göze alamamanın bir sebebi. başka bir şehre gidilebilir, her yere her şeye alışılır ama geride bırakacağının istanbul olduğunu düşününce insan bir daha düşünür, sonra bir daha düşünür.",negative
3371934,overflow,23.09.2003 22:48,boğaz köprüsünden her geçişimde -evet burası dunyanın en güzel şehri- dedirten fakat düzensiz sokaklarında ve insanı çıldırtan karmaşasında gizli bır büyü saklayan ve anlaşılmaz bir şekilde insanı kendine bağlayan efsunlu şehir ...gun batımında koprüden veya vapurdan yakalıyacağınız şehir silueti kesinlikle sizi saracak ve bırakmayacak bir büyünün ilk etkisidir...,positive
7764624,luis alberto,26.06.2005 22:07,"bu ülkenin gözbebeği olan şehir. istanbul, o kadar acayip bir şehir ki içinde yaşayanların hala gidip görmediği, bilmediği bir çok güzelliği barındıran, adına onlarca şarkı yapılan, görüp görülebilecek en güzel silüetleri bünyesinde barındıran, tanımlayamadığım duyguları bana yaşatan şehir istanbul. birçok imparatorluğa başkentlik yapmış kaç şehir var şu dünyada. neler görmüş, neler geçirmiş. o toprakların bir dili olsa da anlatsa. ah istanbul ah. bazen acıları da yaşatıyorsun bünyelere, nefret edip terketmek geliyor içimden. ama olmuyor. tarifi imkansız bir çekimi var istanbul'un, istanbul da yaşayan her insanla. aşkların en acısını da yaşatıyorsun bizlere. avni anıl oluyor kimi zaman bu acıyı yaşayan. üstad, bu akşam bütün meyhanelerini dolaştım istanbulun diyor ve susup dinlemek düşüyor bize. kimi zaman da orhan veli oluyor ve dizelere döküyor seni. sen başkasın.",positive
11263744,berkayeas,11.10.2007 00:14,"ödülü ceza bu şehrin,
yaşattığı sevinç ise aslında hüzün.

ah istanbul...
kalbimi sende bıraktım ama,
ankaralı aklım bir türlü razı olmuyor buna.",negative
11447284,zoka,06.11.2007 12:10,kadıköy - beşiktaş vapurudur istanbul.,positive
1423397,karaktersiz,11.07.2002 15:03,"""dunya'nin ba$kenti"" tanimlamasina sahip $ehir.",positive
11160357,edoras,28.08.2007 11:58,"ilk aşk albümünden bir ezginin günlüğü şarkısı..

istanbul istanbul dedim sana geldim
istanbul istanbul geldim de ne buldum

anam ayırmazdı benden gözünü
söylemişti dinlemedim sözünü
yıllardır unuttum artık yüzünü
beni ne dertlere saldın istanbul
beni ne dertlere saldın istanbul

bir ateş buldum, yandım yakıldım
esti geçti rüzgarına kapıldım
bir o yana, bir bu yana yıkıldım
hayallerim vardı çaldın istanbul
ne ümitle geldim, ama ne buldum
hani taş toprağın altın istanbul

istanbul istanbul dedim de geldim
bu koca şehirde ben yalnız kaldım
bir o yana, bir bu yana yıkıldım
hayallerim vardı çaldın istanbul
ne ümitle geldim, ama ne buldum
hani taş toprağın altın istanbul

istanbul istanbul diye özendim
beyaz mermerlere yattım uzandım (bkz: istanbul'un mermer taşları) (bkz: başıma da konuyor konuyor aman martı kuşları)
çalış çalış üç-beş kuruş kazandım
onu da elimden aldın istanbul
çalış çalış üç-beş kuruş kazandım
beni ne dertlere saldın istanbul

bir o yana, bir bu yana yıkıldım
hayallerim vardı çaldın istanbul
ne ümitle geldim, ama ne buldum
hani taş toprağın altın istanbul",negative
10002597,wednesday,05.09.2006 00:48,1600'lerden 1750'lere kadar avrupa'nın en kalabalık şehri olmuş.,positive
5741756,hayalettin,16.09.2004 10:25 ~ 10:33,"türkiye'nin gayrıresmi başkenti.

bir istanbul'lu olarak, ülkenin gerçek başkentine taşınıca, bunun ne kadar korkunç bir durum olduğunu fark ettiğim şehir. ne yazık ki istanbul, avrupa-başkent-metropol-tek kent-ülkenin merkezi olarak görüldüğü için diğer tüm şehirler ihmal ediliyor. sanki tek kent istanbul'muşçasına, gazeteler istanbul haberlerinden ve istanbul'daki etkinliklerden geçilmiyor...",negative
10734724,edoras,07.04.2007 13:25 ~ 13:29,"her ne kadar kendisine o kadar yakıştırdığım beyazları bu sene bürünmediği için kendisine azıcık kırılmış olsam da, bahar ın gelişiyle her tarafına rengarenk laleleri takıp takıştırdığı için kalbimi geri kazanmış olan güzel im.

seyretmeye doyum olmuyor, enfes bir şey kendisi.",positive
9093675,breath,08.02.2006 12:13,"her ani surpriz her ani farkli. hava acikken trafikten kelli kan kusturan bu canim $ehirde $u gunlerde insanlar dua etmekte, kar yagsa da yollar tenha olsa diyerekten.ilginctir.",negative
6948932,raistlin11,24.02.2005 00:11,"herseferinde sevdigime yasanmaz dedigim, guvensiz dedigim ama her gittigimde tekrar asik oldugum sehir. her sabah bogaza karsi bi simit cay keyfi yapayim baska bisey istemem bu dunyada dedirten tek sehir.",positive
7604898,luzumsuzadam,30.05.2005 19:00,özenilen şehir..,positive
6423931,annem bana kiz bul evlen dedi,03.12.2004 22:27 ~ 22:28,"altında başka bir dünya da var.
(bkz: istanbul dehlizleri)",positive
429512,sari,02.06.2001 05:48,"en yaklaşan tasfiri, tek bir martının siyah-beyaz bir fotoğrafıdır...",negative
9413739,seagullineskisehir,16.04.2006 15:22,insanın vahdetten kesrete yani varlıktan yokluğa düşüşü ile başlayan iç sızısı gibi hep yağmurlu hep hüzünlü kendisinden kurtulup hep varlığa geri dönmek istediğim şehir. gemileri uzakta bir fotoğraf. kaşıkla verdiğini kepçeyle geri almış karaköy sahilinde üşüdüğüm kadar soğuk saldırgan vahşi güzel. her yanıma batan akşamlarıyla güzel olsa ne olur? leb_i derya'daki akşamüstü belki de en zararsızlarından biridir. anlıyorum ki hala alacaklı hala muhteris bir kadın.,negative
11524100,gochebe,08.11.2007 21:18 ~ 22.11.2007 23:00,"otobüs haremden esenlere doğru hareket etmeye başlarken bir anlığına gözlerimi açmayı başarıp da pencereden dışarı baktığımda, lacivert denizin ötesinde ayasofyanın kubbelerinin hemen üzerine dolunayın asılı olduğu o enfes anı gördüm. istanbula yerleşmek için geldiğim yolculuğun sonlarına yaklaşmıştım. içimde uyanan o heyecan ve karşımdaki o fotoğraf ömrümün sonuna kadar hafızamın derinliklerinde saklı kalacak anlardan biri oldu sanırım.

şimdi, o andan yaklaşık iki ay sonra, her sabah onlarca çalışan insanla beraber balık istifi işlerimize taşındığımız otobüslerde, aklımda hep aynı soru, bir duvar saatinin tik-tak ritmi ile dolanıp duruyor:
""tutunabilecek miyim, yoksa yine göç mü...""
(bkz: only time)",negative
8858460,cohiba,03.01.2006 21:11,"global sermayenin cirit attigi, sairlerin bir donem ugruna siirler yazdigi fallik yapilar kenti.",negative
6315782,duman solumak istiyordum,18.11.2004 14:02,"kalabalığında kaybolma lüksünü bünyelerden gizleyen, her daim koynuna çağırıp hiç kimseyle sevişmeyen, belki fahişe ama dudaklarından öptürmeyen, barındırmayan, beslemeyen, büyütmeyen, uyutmayan ve en önemlisi beni hiç sevmeyen şehir..
iki yakası kavuşmayanların, bezmişlerin, sarhoşların, nerede uyuyacağını bilmeden uyananların şehri..",negative
11228854,atlantis,25.09.2007 02:43,"kendisinden uzun süre uzaklaşılınca iyice şımaran şehir. trafiğiyle, halkıyla...",negative
6677085,cnbce,14.01.2005 14:00,"bir kaç gündür sisler içinde bir başka güzelleşen kent.

ne sevebilirsin onu, ne de ondan vazgeçebilecek cesaretin vardır",negative
4386189,adalita,24.05.2004 23:50,ağlarken aşık olduğum şehir.ankaradan kaçıp kucağına koştuğum şehir.,positive
9787555,calibra,11.07.2006 01:48 ~ 12.07.2006 12:44,"boğaziçi köprüsü'nde bir vatandaş intihar etmeye kalkıştığında, kadıköy'den merter'e, levent'ten beşiktaş'a kadar trafiği sıkışabilen bir şehir.",negative
8819892,pilachka,29.12.2005 03:09,"kendisinden korkan istemsiz şehir.
korkutan diyar.
ilk tercih ya da son umut, başka bir şey değil.",negative
10123520,pati,06.10.2006 16:10 ~ 13.10.2006 14:38,"köprüyle boğazı iki renge bölmektir istanbul... sağınızda deniz başka solunuzda başka bir renktir. ""hangi taraf daha güzel bugün, sağ mı sol mu?"" sorusudur. ""martı olsan köprünün üstünden mi altından mı geçerdin?"" sorusudur. ""bu akşam ne yapalım?"" sorusudur herkes'inizi sınırlarında barındırdığından.
bir sabah içinizde ""vapur düdükleri duyuluyormuş"" cümlesiyle uyanmaktır. başka bir sabah üsküdar vapuruna indikten sonra denize doğru inen sokağından evinizin denizin uçuk yeşile bulanmış mavisinde yüzünüze esen rüzgardır- lodos, poyraz, karayel fark etmez-.. aynı anda birden duyulan çatal bıçak sesleridir ramazanda.. yolda yürürken alelacele ortalığa kurulmuş sofralarına davet etmesidir yabancıların..
vapur düdükleridir, martı tüyleridir uçuşan...
her yeni gün yeni bir güçle gülümsemektir hayata...",positive
8876721,yumusakca,06.01.2006 06:18,"canim sevgilimi alip, parildayan gozlerini soldurup, birsuru sahte insanla tanismasina ve hayattan umudunu kesmesine sebep olan egzoslu pis sehir cop adeta.
bir dakika sonra nolcagi belli olmaz, herkesin acelesi vardir, segmenler i yoktur. aman allahtan ankara'ya donusu var da rahatiz.

bu sehirde yasayan kimin hala huzuru var bana bi onu soyleyin ondan sonra bu entiri kotulensin.",negative
10046321,atlantis,16.09.2006 00:28,"her ona dönüşümde beni hasta eden bir kentimizdir.
(bkz: ben sana nah dönerim)",negative
6834157,trawmatolog,09.02.2005 23:07,"http://siir.roots.gen.tr/…iirgoster.html?siir=57877

adresinde kendisini pek bir guzel anlatan $ehir.",positive
8668951,sarenalaja,09.12.2005 22:05,"bir gece tek başıma tel tel kadayıf sokaklarında
kokusunu denizlerinden alan
şarkılarını martıların söylediği
ara ara
dar dar sokaklarında aradım istanbul'u

kaybolduğum
daha bir çocukken merak ettiğim
sokak kadınlarının aslında hiç olmadığı
bir garip yalancı şehir
hiç denizcisi olmayan
orospuların halay çektiği
balıkların nefesalmadan yaşadığı
gariplerin şehri
bir kazık çakmışım yalnızlık sokağına
ne gelenim var ne de giden
ortasındayım kalabalığın oysa
bekliyorum
ne zamanım var beklemeye
ne de sebebim
keyfim yok çok zamandır
düşünüyorum alkollü gecelerde
güneşimin olmadığındandır
bir garip şehir
yağmurlu havasında güneş var
karlı havası da bir başka
bir martı simidimi kaptı
şarkı söylüyor",negative
3942204,calibra,04.03.2004 18:43 ~ 18:45,"gitgide kültürel zenginliğini, büyük ve cazip şehir olma sıfatının getirileri ile kaybeden güzel şehrimiz, birtanemiz... hızla artan nüfus, dinmek bilmeyen göç dalgası, çarpık kentleşme, zamanında varoş semt diye nitelendirilen yerlerin milyona dayanan nüfuslarla ilçe olması; tarihle bezenmiş o güzel dokuyu günden güne bozmakla beraber, istanbul lular için yaşanacak bir yer olmaktan çıkartmakta kentimizi... taşı toprağı altın değerini çoktan yitirmesine rağmen, çaresiz kalanların kendini kurtarma çabasının bir numaralı yardımcısı olma özelliğinden bir şey kaybetmedi istanbul... oyunu kuralına göre oynayanlar için hala vazgeçilmez bir kaynak, bu keşmekeş içinde yaşamaya çalışanlar içinse hala sağlam kalmış güzellikleriyle, boğaz ıyla bir güzellik şehri... inanılmayacak kadar büyük, her deliği insanla dolu, her çeşit insanın görülebileceği bir megapol ...",negative
11282866,standard,21.10.2007 10:13,trafigi uc tane sehirden baslayan tek sehirdir muhtemelen.,negative
7539981,cervantes1614,19.05.2005 23:43,"""fatih'te mevlüt varken
beyoğlu'nda sütyensizdir kadınlar""

(bkz: sadri alışık)",negative
1452701,queasiness,21.07.2002 17:39,bir tür özgürlüğe uzanış gibi hayali dikilir gözlerimin önüne. bir kez havasını soluyan kişiye başka hiç bir havadan haz aldırmayan şarap gibi şehir. bu kadar güzel olmasaydı 80 kişinin 3 günlük gezi için 130 milyon ödemesi ancak enayilikle açıklanırdı,negative
4297013,terpsichore,21.05.2004 20:24 ~ 20:27,"hergun kopruden gecerken insana kucaklama hissi veren, hele erguvanlar da acinca seyrine doyulmayan sehir.",positive
4118914,sprintpcs,24.04.2004 02:05,(bkz: istanbul ve orhan pamuk),positive
79737,michelle,01.01.2000 18:05,"donem donem ""bu sehri cok seviyorum, cunku icinde sen varsin"" dedirten sehir...",positive
3601330,bayatis,20.11.2003 13:30,(bkz: istanbuldaki patlamalar),negative
2879770,wounded walker,29.05.2003 01:11 ~ 29.07.2003 01:07,"alışılıyormuş evet, eksile eskiye...hem içinde en yalnız hissedilen hem de en sevilen olmayı başarabiliyor bu şehir, hem yutuyor hem hayran bırakıyor kendine, manyakça...alışılıyormuş evet.",positive
47341,horni,09.10.1999,yutar insani,negative
5687486,jackalkarakule,11.09.2004 13:06,"sevdiğim sen de sevenim sen de,sevgimden ve sevenimden dolayı seni herkesten çok sevdim istanbul",positive
11368995,martha,04.11.2007 23:03,"kendisinden uzaktayken; fotoğraflarda, kartpostallarda, kitaplarda, mektuplarda yaşatılmaya çalışıldığında dünyanın en güzel yeri olabilen şehir. tilkiyseniz ve geri döndüyseniz trafiğiyle, kirliliğiyle, suç potansiyeliyle, alt yapı sorunlarıyla, gürültüsüyle, kalabalıklığıyla yeniden karşılaşıp ormanınızı özlersiniz, avcınıza küfredersiniz. (insanı küfürbaz yapar bi de bu)",negative
7510739,tuile,15.05.2005 14:17,"bağımlılık yapan şehir, vücut, organizma.. öyle bir yerdir ki, hem nefret eder, hem aşık olursunuz. boğaz'dan her geçişinizde ""dünyanın başka yerine yaşayamazdım lan"" der, pisliğine, bin bir türlü oyunlarına tanık olduğunuzda ise tevfik fikret'in şiirini yeniden yazasınız geldiğini düşünür, ama yine de bırakamazsınız. hele o'na bir kere tam anlamıyla alışan insanın türkiye'nin başka bir yerini güzel bulması imkansıza yakındır; başka nerede beyoğlu'na, istiklal caddesi'ne çıkar, her tipten insanla karşılaşır, kapkaç korkunuzdan çantanıza göz muamelesi yapmak zorunda kalır, tramvay yolunda yürürken istiklal müziği haline gelmiş abuk sabuk melodileri dinler, en sonunda karaköy'e ulaşır, başka bir dünyanın içine girersiniz? bir yanda sinagog, biraz ileride kilise, azıcık ötenizde de bir camiiyi görebileceğiniz tezatlar şehridir istanbul. uğruna ne kanlar dökülmüş, güzelliğine ne iltifatlar düzülmüş, ne şarkılar, nice şiirler, hikayeler yazılmıştır. canlıdır istanbul, gecenin bir yarısında da, günün ortasında da nefes aldığını hissedersiniz. şehirden farklı bir şeydir o, bir şereftir gerçek bir istanbullu olmak..",positive
8865293,kolera,04.01.2006 18:47,"on beş milyonluk yalnızlık, 5.220 kilometre karelik klostrofobi",negative
